Ticker,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15
APWC,-0.006340632565594783,0.024176416502145366,-0.00342889604180361,0.019628843156642088,-0.00514376481230202,0.00916018479435604,0.01027857736084806,0.019449831586320715,0.01773212261709789,0.024646285515566232,0.00877228726661593,-0.009827079062193643,0.0036685299991337126,-0.006340948506231802,0.05008913298376981
APYX,-0.007889529330369176,0.0038641847501546937,-0.00814438406459291,0.0019872970306239754,-0.01739131680302471,0.02111951962656772,-0.0038097901600642053,-0.011886652168811258,0.009784887143535682,0.03317842823192817,0.05682726925794247,0.025930295957541892,-0.014421152773042751,-0.009581441509184541,-0.013129880244845935
AQST,-0.00864054318741482,0.02259953264873808,-0.006014725825229423,0.0011341743240178646,0.0009805206049056017,0.010531670743582945,0.03794027471700681,0.027824133797112263,0.04229626884997273,-0.04372471181608371,-0.06012096718779215,-0.015460125561563077,-0.022159782928218193,-0.056894921719906906,0.004502634905360448
ARCT,0.0021786215702014316,0.0070281222920127746,0.014515454754673337,-0.025672344678286177,0.013511301693477626,-0.010889311615223066,0.04702977123334934,0.026988156149715378,0.05862036056472872,-0.004272855288976864,-0.036261782104672464,0.024402211320720298,-0.019827657302985368,-0.011345801735997718,0.007096491821102073
AREC,0.005197038844781437,0.00817428398719144,0.0074280230357728376,-0.009143135861762016,0.0019635467524978193,0.007042408827633184,-0.003404729799793495,-0.019195758673853935,-0.01857750677174635,-0.025343555188055714,0.011479115186265093,-0.013153694960405655,-0.004649330153079508,-0.013973725253661863,0.07078806028315766
ARL,-0.0065336790403778535,-0.0014789163129419036,-0.03018347679239522,-0.006804450501130597,-0.004765443498420421,0.006920951771716248,-0.021983898369311597,-0.011288654842429188,-0.022983441000587558,0.0045050123420642746,-0.053356783822486355,0.025502175629048038,-0.0051186709349258985,0.003899143868467967,0.013706963844251328
ARQ,-0.007053212016665492,-0.007015676152377431,-0.028079963052650314,0.010136390932725815,-0.009331674348183765,0.0014721311598455376,-0.014855506407230303,0.01871918955906151,0.015164526333546816,0.002788344797355017,-0.022087094473362545,0.0008870689044521919,0.019591148060075052,-0.020827548494756237,0.038545695203580026
ARTNA,-0.047639150153288845,0.010644076681639709,0.02274459865977138,-0.024346219869583234,-0.04735548524093937,0.03095054382777195,-0.039485753846137145,-0.006172662512099816,-0.040110603788382604,0.0009915581691722444,-0.003242712283002834,0.012469726778429436,0.046383923075791686,0.04427423443212652,0.026615851059270675
ARVN,-0.01752989735533356,-0.012569683144398765,0.020320452087349755,0.012229607583490471,0.004476982829905474,0.012770109417323688,0.012178250547765118,-0.03380738807297573,-0.003335192861350799,0.014222601607157746,-0.015229769470246188,0.00017814941331754236,-0.012792105285281899,-0.03489129800734047,-0.025993160306485
ASA,-0.02217150155101564,0.03226896080987029,-0.01096533190601015,-0.050837689530207834,0.01997301806497242,-0.02009204883724211,0.04759986061941472,0.015585022013889864,0.009515488848678994,-0.02677984213683751,-0.02354190710480416,0.07919893225939226,0.046165245871891164,-0.011026027713035527,0.005265450052034883
